,utterance,request,importance
16217,check damn payment methods accepted,check_payment_methods,high_priority
16218,need assistance taking quick look invoices,check_invoice,standard_priority
16219,report payment problem,payment_issue,medium_priority
16220,obtain bill,get_invoice,medium_priority
16221,want know register several user accounts single email address,create_account,standard_priority
16222,need take quick look invoices,check_invoice,standard_priority
16223,problems trying create account,registration_problems,standard_priority
16224,lost invoices need help checking,check_invoices,standard_priority
16225,much charge breaking contract,check_cancellation_fee,standard_priority
16226,see pyment options,check_payment_methods,medium_priority
16227,u ask agent could subscribe fucking newsletter please,newsletter_subscription,high_priority
16228,show mail address client service,contact_customer_service,medium_priority
16229,know check refund status,track_refund,standard_priority
16230,try register,create_account,medium_priority
16231,want report registration issue,registration_problems,medium_priority
16232,trying open account ca,registration_problems,standard_priority
16233,set different shipping address,set_up_shipping_address,medium_priority
16234,need help use another account,switch_account,medium_priority
16235,issue paying order inform,payment_issue,high_priority
16236,need switch new user account,switch_account,medium_priority
16237,bought item modify purchase,change_order,high_priority
16238,please could tell modify order,change_order,medium_priority
16239,wan na know change order,change_order,high_priority
16240,lost bills could u check please,check_invoices,high_priority
16241,want lodge review service,review,high_priority
16242,want know modcify purchase,change_order,standard_priority
16243,lost password retrieve,recover_password,standard_priority
16244,see payment methods accept,check_payment_methods,medium_priority
16245,ordered product change order,change_order,high_priority
16246,dont want account remove,delete_account,high_priority
16247,possible remove gold account,delete_account,medium_priority
16248,get error message attempt pay online rder,payment_issue,standard_priority
16249,want solve payment prbolem help,payment_issue,standard_priority
16250,need check updates refund,track_refund,standard_priority
16251,ask agetn inform isue payment,payment_issue,high_priority
16252,please want know could request invoice,get_invoice,high_priority
16253,ask agent change another online account,switch_account,high_priority
16254,know check cancellation fees,check_cancellation_fee,standard_priority
16255,wan na lodge consumer complaint,complaint,high_priority
16256,could help getting invoice months ago,get_invoice,standard_priority
16257,problems password recovery,recover_password,medium_priority
16258,tell free phone number contact client service,contact_customer_service,medium_priority
16259,question talk customer service,contact_customer_service,standard_priority
16260,help cancel company newsletter subscription,newsletter_subscription,medium_priority
16261,ca find invoices check,check_invoices,standard_priority
16262,ask agent report issue paying,payment_issue,high_priority
16263,see cancellation fees,check_cancellation_fee,medium_priority
16264,want check invoices,check_invoices,high_priority
16265,show status reimbursement,track_refund,medium_priority
16266,want assistance check refund status,track_refund,standard_priority
16267,wan na check packages tell,track_order,standard_priority
